Alloys,Class,Phase
Al1Co0.73Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu0.5Fe1Ni1Ti0.5,0,Non-SP-SS
Al1.8Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al1Co1Cr1Fe1Nb0.36Ni1,0,Non-SP-SS
Fe6Ni1Co1Si1Cr1Al1,0,Non-SP-SS
Al1.8Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr0.16Fe1Mo0.5Ni1,0,Non-SP-SS
Al0.9Co1Cr1Fe1Ni1Ti0.5,0,Non-SP-SS
Al1Co1Cr1Fe1Mo0.78Ni1,0,Non-SP-SS
Al1.87Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al1Co1Cr1Cu0.25Fe1Ni1Ti0.5,0,Non-SP-SS
Al1.21Co1Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1Co0.58Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1Co1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1.58Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo0.84Ni1,0,Non-SP-SS
Al1Co0.53Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Cr1Fe1Mn1Ni1Ti1,0,Non-SP-SS
Al1Co0.5Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo0.5Ni0.5,0,Non-SP-SS
Al1.1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Ti0.5,0,Non-SP-SS
Al1Co1.5Cr1Fe1Mo0.5,0,Non-SP-SS
Al0.67Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,0,Non-SP-SS
Al2Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al1.31Co1Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.19Ni1,0,Non-SP-SS
Fe1Co1Ni1Cr1Cu1Al2,0,Non-SP-SS
Al1.68Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.2Ni1,0,Non-SP-SS
Al1Cr1Fe1Ni0.75,0,Non-SP-SS
Al1Co1Cr1Fe1Nb0.5Ni1,0,Non-SP-SS
Co1Fe1Ni1Si0.75,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.2,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si0.8,0,Non-SP-SS
Co1Cu7Fe1Ni1Ti3,0,Non-SP-SS
Al1Co0.29Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1.75Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo1Ni0.89,0,Non-SP-SS
Al1.2Cr1Fe1Ni1,0,Non-SP-SS
Al1.78Co1Cr1Fe1Ni1,0,Non-SP-SS
Al0.5Co1Cr1Fe1Ni1Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Si0.4,0,Non-SP-SS
Be1Nb1,0,Non-SP-SS
Al1.8Co1Cr1Fe1Ni1,0,Non-SP-SS
Al2.2Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al2Co1Cr1Cu0.5Fe1Ni1,0,Non-SP-SS
Al1Cr1Cu1Fe1Ni1Zn1,0,Non-SP-SS
Al1.5Co1Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.378Ni1,0,Non-SP-SS
Co1Cr1Fe1Ga1Ni1,0,Non-SP-SS
Al1.86Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,0,Non-SP-SS
Al1Co1Cr1Fe1Nb0.62Ni1,0,Non-SP-SS
Al1.87Co1Cr1Fe1Ni1,0,Non-SP-SS
Be1Ta1,0,Non-SP-SS
Al1Cu1Ni1,0,Non-SP-SS
Co1Fe1Ga1Mn1Ni1,0,Non-SP-SS
Cr1Fe1Ni1Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo1Ni0.67,0,Non-SP-SS
Co1Cu1Fe1Ni1Sn0.5,0,Non-SP-SS
Al1.3Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al2.3Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.4,0,Non-SP-SS
Al1Cr3Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al2.32Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.48Ni1,0,Non-SP-SS
Al1Co0.015Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al1.95Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al2.39Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al1.97Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1.5Cr1Fe1.5Mn1Ni0.5,0,Non-SP-SS
Al1Co1Cr1Fe1Mo0.5,0,Non-SP-SS
Al2.5Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al1Co1Cr1Fe1Nb0.75Ni1,0,Non-SP-SS
Al2.08Co1Cr1Fe1Ni1,0,Non-SP-SS
Al2.5Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si1,0,Non-SP-SS
Cu0.5Ni1Al1Co1Cr1Fe1Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo1Ni0.38,0,Non-SP-SS
Co1Cu5Fe1Ni1Ti3,0,Non-SP-SS
Al1Au1Co1Cr1Cu1Ni1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.6,0,Non-SP-SS
Ag1Al1Co1Cr1Cu1Ni1,0,Non-SP-SS
Co1Cr1Cu1Fe1Ni1Ti2,0,Non-SP-SS
Al1Cr2Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al1Co1Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Si0.6,0,Non-SP-SS
Al1Cr1Fe1Mo0.8Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo1Ni0.16,0,Non-SP-SS
Al2.297Co1Cr1Fe1Ni1,0,Non-SP-SS
Co1Cr1Fe1Ni1Cu1Al1Ti1Mn1V1Mo1,0,Non-SP-SS
Al1Cr1Fe1Mo0.89Ni1,0,Non-SP-SS
Al1Co1Cr1Cu1Ni1Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Ti1,0,Non-SP-SS
Fe1Co1Ni1Cr1Cu1Al2.8,0,Non-SP-SS
Al2Co1Cr1Fe1Mo0.5Ni1,0,Non-SP-SS
Al2.36Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Cr1.5Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti1.8,0,Non-SP-SS
Al1Cr1Fe1Mo0.98Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo0.995Ni1,0,Non-SP-SS
Al1Cr1Fe1Mo1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu0.8Ni1Ti1,0,Non-SP-SS
Al3Cr1Cu1Fe1Ni2,0,Non-SP-SS
Al2.47Co1Cr1Fe1Ni1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si1.2,0,Non-SP-SS
Al3Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu0.65Ni1Ti1,0,Non-SP-SS
Al2.5Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Cr1Fe1Mn1Ti0.25,0,Non-SP-SS
Al1Co0.5Cr1Fe1Mo0.5,0,Non-SP-SS
Co1Cr1Fe1Ge1Mn1Ni1,0,Non-SP-SS
Co1W1,0,Non-SP-SS
Al1Co1Cr1Cu1Fe1Ni1Si1,0,Non-SP-SS
Al1Cr1Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al1Co1Cr1Cu0.5Ni1Ti1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Ti2,0,Non-SP-SS
Fe1Zn1,0,Non-SP-SS
Mg1Sn1,0,Non-SP-SS
Al2.68Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Cr1Fe1Mn1Ni1Ti1,0,Non-SP-SS
Al1Cu1Cr1Fe1Ni1Nb1,0,Non-SP-SS
Al0.5Cr1Fe1Ni1Ti1V1,0,Non-SP-SS
Co1Cr1Cu1Fe1Ni1Ti2.5,0,Non-SP-SS
Al2Co1Cr1Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al2.757Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1.5Co1Cr1Fe1Ni1Ti1,0,Non-SP-SS
Cu0.5Ni1Al1Co1Cr1Fe1Si1,0,Non-SP-SS
Al1Cr0.5Cu1Fe1Ni1Ti1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si1.4,0,Non-SP-SS
Al2.897Co1Cr1Fe1Ni1,0,Non-SP-SS
Co1Cr1Fe1Hf1Ni1,0,Non-SP-SS
Co1Cr1Fe1Ni1Cu1Al1Ti1Zn1V1Mo1,0,Non-SP-SS
Co1Fe1Mn1Ti0.5V0.4Zr0.4,0,Non-SP-SS
Al3Co1Cr1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Ti1.5,0,Non-SP-SS
Al1Co1Cu1Fe1Ni1Si1,0,Non-SP-SS
Co1Cr1Fe1Ge1Ni1,0,Non-SP-SS
Al2Co1Cr1Cu1Fe1Ni0.5Ti1,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Si1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si1.6,0,Non-SP-SS
Al2Co1Cr1Fe1Ni1Ti1,0,Non-SP-SS
Pt42.5Cu27Ni9.5P1,0,Non-SP-SS
Co1Cr1Fe1Ni1Zr1,0,Non-SP-SS
Be1Ga1,0,Non-SP-SS
Mn1Mo1,0,Non-SP-SS
Al1Cu1Cr1Fe1Ni1Nb1.5,0,Non-SP-SS
Ir1Ru1,0,Non-SP-SS
Al2Co1Cr1Cu1Fe1Ti1,0,Non-SP-SS
Al1Co0.6Cr1Fe0.2Ni0.2Si0.2Ti0.2,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Ti2,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si1.8,0,Non-SP-SS
Cr1Cu1Fe1Ni1Zr1,0,Non-SP-SS
Ag1Ni1,0,Non-SP-SS
Au1Co1,0,Non-SP-SS
Fe0.4Mo0.6,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr0.4,0,Non-SP-SS
Al2Cr1Fe1Mn1Ti0.25,0,Non-SP-SS
Be1Si1,0,Non-SP-SS
Ag1Co1,0,Non-SP-SS
Al5Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Cr1Cu1Fe1Nb1Ni1Ti1,0,Non-SP-SS
Al0.5Co1Cr1Cu1Fe1Ni1Si2,0,Non-SP-SS
Pd1Ru1,0,Non-SP-SS
Co1Cr1Mo1Nb1,0,Non-SP-SS
Al40Co7.5Cr7.5Cu7.5Fe7.5Mn7.5Ni7.5Ti7.5V7.5,0,Non-SP-SS
Al1Co1Cu1Fe1Ni1Zr1,0,Non-SP-SS
Zr1Ti1V1Cu1Ni1Be1,0,Non-SP-SS
Al1Co1Ni1Ti1Zn1,0,Non-SP-SS
Co1Fe1Mn1Ti1.4V0.89Zr0.4,0,Non-SP-SS
Al1.5Cr1Fe1Mn1Ti1,0,Non-SP-SS
Co1Cr1Mo1Nb1Ti0.2,0,Non-SP-SS
Co1Fe1Mn1Ti1.4V0.4Zr0.4,0,Non-SP-SS
Os1Pd1,0,Non-SP-SS
Al1Cr1,0,Non-SP-SS
Al1Co1Cr1Fe1Mo0.5Ni1Si1Ti1,0,Non-SP-SS
Co1Cu15Fe1Ni1Ti15,0,Non-SP-SS
Al1Co1Cr1Fe1Ni1Ti3,0,Non-SP-SS
Al1Co1Cr1Cu1Fe1Si1Ti1,0,Non-SP-SS
Al1Co1Cr1Cu1Fe1Mo1Ni1Ti1V1Zr1,0,Non-SP-SS
Co1Fe1Mn1Ti2V2.4Zr0.4,0,Non-SP-SS
Al3Cr1Fe1Mn1Ti0.25,0,Non-SP-SS
Ni1Nb1,0,Non-SP-SS
Ag1Cu1,0,Non-SP-SS
Ag1Fe1,0,Non-SP-SS
Al1Co0.2Cr1.5Fe0.2Ni1Si1Ti0.2,0,Non-SP-SS
Al2Cr1Fe1Mn1Ti1,0,Non-SP-SS
Co1Fe1Mn1Ti1.7V0.4Zr0.4,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr0.7,0,Non-SP-SS
Co1Cr1Mo1Nb1Ti0.5,0,Non-SP-SS
Co1Cu30Fe1Ni1Ti30,0,Non-SP-SS
Al1Cr1Mn1Nb1V1,0,Non-SP-SS
Co1Ta1,0,Non-SP-SS
Au1Cr1,0,Non-SP-SS
Co1Cr1Fe1Ni1Sn1,0,Non-SP-SS
Co1Fe1Mn1Ni1Sn1,0,Non-SP-SS
Cr1Fe1Mo1Ti1W1,0,Non-SP-SS
Ag1Cr1,0,Non-SP-SS
Co1Fe1Mn1Ti0.8V0.95Zr0.85,0,Non-SP-SS
Ag1Mn1,0,Non-SP-SS
Co1Fe1Mn1Ti1.4V0.89Zr0.65,0,Non-SP-SS
Co1Fe1Mn1Ti2V0.4Zr0.4,0,Non-SP-SS
Co1Fe1Mn1Ti1V3Zr1,0,Non-SP-SS
Co1Fe1Mn1Ti2.5V1.9Zr0.4,0,Non-SP-SS
Os1Pt1,0,Non-SP-SS
Co1Fe1Mn1Ti1V2.6Zr1,0,Non-SP-SS
Co1Fe1Mn1Ti0.5V1Zr1,0,Non-SP-SS
Al1Co0.2Cr1Fe0.2Ni1Si1Ti0.2,0,Non-SP-SS
Cr1Mn1Nb1Ti1V1,0,Non-SP-SS
Al4Cr1Fe1Mn1Ti0.25,0,Non-SP-SS
Co1Fe1Mn1Ti1V2.3Zr1,0,Non-SP-SS
Ru1W1,0,Non-SP-SS
Co1Fe1Mn1Ti1V2Zr1,0,Non-SP-SS
Be1Li1,0,Non-SP-SS
Co1Cr1Mo1Nb1Ti1,0,Non-SP-SS
Co1Fe1Mn1Ti1V1.6Zr1,0,Non-SP-SS
Al1Co1Cr1Cu1Ni1Ti1Y0.5,0,Non-SP-SS
Al1Cr1Fe1Mo0.5Ni1Si1Ti1,0,Non-SP-SS
Co1Fe1Mn1Ti2.5V0.4Zr0.4,0,Non-SP-SS
Co1Fe1Mn1Ti1V1.3Zr1,0,Non-SP-SS
Fe1Nb1,0,Non-SP-SS
Co1Fe1Mn1Ti1.7V1.4Zr0.8,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr1,0,Non-SP-SS
Fe1Ta1,0,Non-SP-SS
Cr1Ta1V1W1,0,Non-SP-SS
Co1Fe1Mn1Ti1V0.7Zr1,0,Non-SP-SS
Cr1Nb1,0,Non-SP-SS
Pt1Re1,0,Non-SP-SS
Cr2Mo1Nb1Ta1V1W1,0,Non-SP-SS
Co1Fe1Mn1Ti1V0.4Zr1,0,Non-SP-SS
Cr1Ta1,0,Non-SP-SS
Mg1Sb1,0,Non-SP-SS
Cr0.23Ta0.24Ti0.04V0.24W0.25,0,Non-SP-SS
Co1Fe1Mn1Ti1.5V1Zr1,0,Non-SP-SS
Al12.7Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al13Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Be1Hf1,0,Non-SP-SS
Cr0.22Ta0.23Ti0.07V0.23W0.24,0,Non-SP-SS
Mg1Pb1,0,Non-SP-SS
Pb1Th1,0,Non-SP-SS
Al1Cr1Mn1Nb1Ti1,0,Non-SP-SS
Pt1Zn1,0,Non-SP-SS
Pd1W1,0,Non-SP-SS
Al1Cr1.5Nb1Ti1V1,0,Non-SP-SS
Co1Fe1Mn1Ti2V1Zr1,0,Non-SP-SS
Al0.55V0.45,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr1.3,0,Non-SP-SS
Be1Ge1,0,Non-SP-SS
Ag1Rh1,0,Non-SP-SS
Co1Fe1Mn1Ti2V2.4Zr1.4,0,Non-SP-SS
Co1Fe1Mn1Ti2.5V1Zr1,0,Non-SP-SS
Ag1Os1,0,Non-SP-SS
Al1Cr1Nb1Ti1V1,0,Non-SP-SS
Al1Mn1Nb1Ti1V1,0,Non-SP-SS
Al1Co1Cr1Cu1Ni1Ti1Y0.8,0,Non-SP-SS
Cu1Ga1,0,Non-SP-SS
Fe1Ga1,0,Non-SP-SS
Al16Cu1Li1Mg1Zn1,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr1.6,0,Non-SP-SS
Al0.5Cr1Mo1Nb1Si0.3Ti1V1,0,Non-SP-SS
Al0.5Cu1Ni1Pd1Ti1Zr1,0,Non-SP-SS
Co1Cr1Fe1Ni1Y1,0,Non-SP-SS
Al28Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Re0.6Ti0.4,0,Non-SP-SS
Ag1Re1,0,Non-SP-SS
Al37Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Co1Cu1Fe1Nd1Ni1,0,Non-SP-SS
Al1Li1Mg1Sn1Zn1,0,Non-SP-SS
Ir1Nb1,0,Non-SP-SS
Rh0.45Ta0.55,0,Non-SP-SS
Al50Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Al1Co1Cr1Cu1Ni1Ti1Y1,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr2,0,Non-SP-SS
Pd40Cu30Ni10P20,0,Non-SP-SS
Ir1Ta1,0,Non-SP-SS
Li1Ni1,0,Non-SP-SS
Pd1Pt1Cu1Ni1P1,0,Non-SP-SS
Al60Co1Cr1Cu1Fe1Ni1,0,Non-SP-SS
Ti40Zr25Cu12Ni3Be20,0,Non-SP-SS
Ag1Pt1,0,Non-SP-SS
Al1W1,0,Non-SP-SS
Au1Mo1,0,Non-SP-SS
Ag1Mo1,0,Non-SP-SS
Cu1Nb1Ni1Ti1Zr1,0,Non-SP-SS
Al1.5Mo1Nb1Ti1V1,0,Non-SP-SS
Al1Cr1Mo1Si1Ti1,0,Non-SP-SS
Zr41.2Ti13.8Cu12.5Ni10Be22.5,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr2.3,0,Non-SP-SS
Co1Fe1Mn1Ti2.5V1.9Zr2.4,0,Non-SP-SS
Au1W1,0,Non-SP-SS
Al16Li1Mg1Sn1Zn1,0,Non-SP-SS
Ag1W1,0,Non-SP-SS
Mo1Nb1Ti1V3Zr1,0,Non-SP-SS
Al0.5Ce1Co1Cu0.5Fe1Ni1Ti0.5,0,Non-SP-SS
Fe1Li1,0,Non-SP-SS
Cd1Fe1,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr2.6,0,Non-SP-SS
As1Cu1,0,Non-SP-SS
Li1Mn1,0,Non-SP-SS
Si1V1,0,Non-SP-SS
Cr1Nb1Ti1V1Zr1,0,Non-SP-SS
Mo1Nb1Ti1V2Zr1,0,Non-SP-SS
Sm1U1,0,Non-SP-SS
Co1Fe1Mn1Ti1V1Zr3,0,Non-SP-SS
Fe1Hf1,0,Non-SP-SS
Zr1Hf1Ti1Al1Cu1Ni1,0,Non-SP-SS
Be1In1,0,Non-SP-SS
Zr1Ni1,0,Non-SP-SS
Cu1Hf1Ni1Ti1Zr1,0,Non-SP-SS
Zr1Hf1Ti1Cu1Co1,0,Non-SP-SS
Cr1Hf1,0,Non-SP-SS
Al1Cr1Mo1Ta1Ti1Zr1,0,Non-SP-SS
Cu1Ge1,0,Non-SP-SS
Hf1Mn1,0,Non-SP-SS
Al1Nb1Ti1V1Zr0.5,0,Non-SP-SS
Mo2Nb1Ti1V1Zr1,0,Non-SP-SS
Mo1Nb1Ti1V1.5Zr1,0,Non-SP-SS
Al1Nb1,0,Non-SP-SS
Nb1Ti1V2Zr1,0,Non-SP-SS
Zr1Hf1Ti1Cu1Fe1,0,Non-SP-SS
Mo1.7Nb1Ti1V1Zr1,0,Non-SP-SS
Ga1Zn1,0,Non-SP-SS
Ce1U1,0,Non-SP-SS
Mo1.5Nb1Ti1V1Zr1,0,Non-SP-SS
Ge1Mn1,0,Non-SP-SS
Mo1.3Nb1Ti1V1Zr1,0,Non-SP-SS
Al1Cr1Ta1Ti1Zr1,0,Non-SP-SS
Cu1Zr1,0,Non-SP-SS
Au1Ta1,0,Non-SP-SS
Cr1Mo0.5Nb1Ta0.5Ti1Zr1,0,Non-SP-SS
Hf1Mo1Nb1Si0.3Ti1V1,0,Non-SP-SS
Si1Zn1,0,Non-SP-SS
Pr1U1,0,Non-SP-SS
Hf1Mo1Nb1Si0.5Ti1V1,0,Non-SP-SS
Cr1Zr1,0,Non-SP-SS
Cd1V1,0,Non-SP-SS
Al1.5Nb1Ti1V1Zr1,0,Non-SP-SS
Cr1Nb1Ti1Zr1,0,Non-SP-SS
Hf1Mo1Nb1Si0.7Ti1V1,0,Non-SP-SS
Al1Nb1Ti1V1Zr1,0,Non-SP-SS
Al1Mo1Nb1Si1Ta1Ti1V1Zr1,0,Non-SP-SS
Pd0.4Si0.6,0,Non-SP-SS
Al20Li20Mg10Sc20Ti30,0,Non-SP-SS
Si1W1,0,Non-SP-SS
Fe0.6Se0.4,0,Non-SP-SS
Co1Sc1,0,Non-SP-SS
Al0.5Nb1Ti1V1Zr1,0,Non-SP-SS
Cu46Zr42Al7Y5,0,Non-SP-SS
Hf1V1,0,Non-SP-SS
Al0.24Nb1Ti1V1Zr1,0,Non-SP-SS
Al1Ga1,0,Non-SP-SS
As1Pd1,0,Non-SP-SS
Al1Si1,0,Non-SP-SS
Hf1Mo1Nb1Ta1Ti1V1Zr1,0,Non-SP-SS
Cd1Zn1,0,Non-SP-SS
Fe1Sc1,0,Non-SP-SS
Al1Mo0.5Nb1Ta0.5Ti1Zr1,0,Non-SP-SS
Li1Mo1,0,Non-SP-SS
Au1Si1,0,Non-SP-SS
Mo1Nb1Ta1Ti1Zr1,0,Non-SP-SS
Ag1Si1,0,Non-SP-SS
Co1In1,0,Non-SP-SS
Cd1Mo1,0,Non-SP-SS
As1Mo1,0,Non-SP-SS
Mo1Nb1Ti1Zr1,0,Non-SP-SS
Al0.5Nb1Ta0.8Ti1.5V0.2Zr1,0,Non-SP-SS
Cr1Hf1Nb1Ti1Zr1,0,Non-SP-SS
Ge1Re1,0,Non-SP-SS
Ga1Nb1,0,Non-SP-SS
Hf1Mo1,0,Non-SP-SS
Ge1Zn1,0,Non-SP-SS
Fe1In1,0,Non-SP-SS
Hf1Nb1Ti1V1Zr1,0,Non-SP-SS
Re1Zr1,0,Non-SP-SS
Si1Ta1,0,Non-SP-SS
Al1Cd1,0,Non-SP-SS
Ge1Mo1,0,Non-SP-SS
In1Mn1,0,Non-SP-SS
Al0.3Nb1Ta1Ti1.4Zr1.3,0,Non-SP-SS
Al1Hf1Nb1Ta1Ti1Zr1,0,Non-SP-SS
Zr17Ta16Ti19Nb22Si26,0,Non-SP-SS
Ag1As1,0,Non-SP-SS
Sc1V1,0,Non-SP-SS
Li1Ti1,0,Non-SP-SS
Al1Ge1,0,Non-SP-SS
